195,,6195,5276,-9382,-1732,1295,2932,-4143,15
196,,6139,5399,-9459,-1737,1251,2971,-4142,13
197,,6074,5529,-9481,-1735,1206,3007,-4130,12
198,,6007,5646,-9550,-1733,1158,3056,-4119,16
199,,5957,5796,-9565,-1729,1106,3100,-4101,19
200,,5875,5878,-9606,-1730,1055,3140,-4097,17
201,,5824,6001,-9641,-1732,1006,3173,-4097,15
202,,5753,6121,-9680,-1736,959,3209,-4091,12
203,,5679,6243,-9727,-1736,911,3244,-4076,13
204,,5603,6386,-9745,-1737,857,3286,-4064,11
205,,5517,6493,-9754,-1732,805,3324,-4042,16
206,,5437,6611,-9771,-1733,753,3358,-4031,15
207,,5360,6732,-9835,-1733,707,3391,-4016,15
208,,5280,6852,-9861,-1736,654,3425,-4005,14
209,,5204,6968,-9863,-1737,600,3463,-3986,13
210,,5135,7090,-9905,-1738,542,3498,-3970,12
211,,5037,7230,-9892,-1733,496,3532,-3944,15
212,,4985,7334,-9913,-1733,451,3562,-3920,15
213,,4899,7447,-9914,-1733,400,3589,-3897,16
214,,4816,7545,-9929,-1735,344,3619,-3885,11
215,,4732,7656,-9934,-1738,293,3651,-3862,11
216,,4644,7754,-9897,-1736,242,3678,-3837,14
217,,4554,7857,-9885,-1732,195,3703,-3807,17
218,,4475,7940,-9869,-1734,152,3731,-3784,16
219,,4385,8047,-9868,-1732,103,3763,-3761,16
220,,4290,8154,-9856,-1736,37,3789,-3737,12
221,,4207,8281,-9900,-1738,-21,3822,-3704,10
222,,4127,8388,-9900,-1735,-63,3856,-3673,14
223,,4045,8444,-9915,-1732,-108,3868,-3665,15
224,,3958,8563,-9886,-1732,-150,3887,-3647,16
225,,3869,8656,-9893,-1736,-209,3919,-3622,13
226,,3808,8763,-9872,-1736,-273,3952,-3589,12
227,,3722,8874,-9898,-1745,-337,3979,-3567,1
228,,3651,8971,-9897,-1733,-368,4006,-3531,14
229,,3571,9057,-9887,-1733,-406,4019,-3520,15
230,,3491,9149,-9836,-1733,-452,4041,-3499,16
231,,3401,9220,-9810,-1739,-510,4073,-3474,10
232,,3315,9307,-9780,-1737,-569,4106,-3436,13
233,,3229,9374,-9780,-1739,-626,4129,-3413,11
234,,3157,9443,-9741,-1732,-665,4153,-3387,15
235,,3081,9498,-9676,-1732,-710,4168,-3368,16
236,,3006,9590,-9631,-1733,-754,4189,-3341,16
237,,2922,9648,-9602,-1736,-809,4214,-3317,11
238,,2815,9703,-9570,-1737,-861,4241,-3282,12
239,,2739,9741,-9492,-1739,-914,4259,-3255,11
240,,2661,9803,-9427,-1732,-961,4277,-3225,15
241,,2562,9862,-9381,-1732,-1001,4294,-3196,14
242,,2451,9877,-9284,-1732,-1048,4309,-3171,16
243,,2378,9926,-9201,-1737,-1101,4317,-3140,14
244,,2284,9967,-9102,-1738,-1155,4299,-3079,13
245,,2175,10018,-9006,-1736,-1190,4284,-2986,14
246,,2055,10041,-8908,-1733,-1241,4281,-2921,15
247,,1934,10062,-8827,-1733,-1309,4308,-2902,16
248,,1830,10057,-8707,-1732,-1365,4347,-2897,16
249,,1743,10105,-8624,-1737,-1409,4358,-2875,12
250,,1617,10107,-8505,-1738,-1447,4345,-2813,12
251,,1530,10130,-8383,-1736,-1492,4343,-2737,13
252,,1420,10106,-8292,-1735,-1560,4355,-2681,16
253,,1327,10107,-8186,-1734,-1620,4372,-2656,17
254,,1193,10108,-8093,-1737,-1664,4385,-2634,12
255,,1117,10121,-7957,-1737,-1694,4388,-2587,12
256,,998,10083,-7826,-1739,-1743,4380,-2530,12
257,,900,10094,-7705,-1733,-1803,4385,-2461,15
258,,811,10080,-7590,-1734,-1860,4393,-2410,16
259,,699,10076,-7488,-1733,-1904,4400,-2372,16
260,,579,10045,-7391,-1742,-1947,4393,-2352,7
261,,460,10051,-7277,-1737,-1982,4395,-2297,12
262,,336,10041,-7172,-1739,-2040,4389,-2231,11
263,,248,10027,-7056,-1734,-2098,4389,-2156,14
264,,144,10033,-6970,-1737,-2143,4385,-2099,14
265,,19,10019,-6886,-1731,-2178,4385,-2054,17
266,,-114,10047,-6827,-1739,-2225,4375,-2026,11
267,,-203,10043,-6761,-1737,-2273,4374,-1978,12
268,,-297,10071,-6680,-1739,-2331,4371,-1914,12
269,,-392,10095,-6594,-1736,-2379,4360,-1846,13
270,,-490,10116,-6544,-1732,-2414,4355,-1789,15
271,,-628,10164,-6460,-1734,-2446,4347,-1745,17
272,,-749,10175,-6412,-1738,-2491,4346,-1713,13
273,,-868,10197,-6335,-1743,-2541,4343,-1670,9
274,,-980,10217,-6260,-1734,-2583,4343,-1608,15
275,,-1108,10254,-6178,-1733,-2626,4331,-1550,15
276,,-1198,10279,-6110,-1731,-2664,4323,-1495,18
277,,-1311,10286,-6017,-1732,-2702,4318,-1457,15
278,,-1449,10310,-5929,-1738,-2741,4313,-1421,12
279,,-1581,10323,-5866,-1737,-2788,4305,-1377,12
280,,-1709,10371,-5799,-1737,-2833,4295,-1320,13
281,,-1845,10384,-5720,-1736,-2872,4277,-1259,15
282,,-1949,10410,-5592,-1735,-2910,4269,-1201,16
283,,-2053,10439,-5504,-1734,-2944,4265,-1155,16
284,,-2217,10471,-5443,-1738,-2990,4258,-1118,13
285,,-2368,10523,-5381,-1743,-3032,4240,-1081,5
286,,-2447,10512,-5282,-1733,-3066,4230,-1017,15
287,,-2532,10547,-5170,-1734,-3106,4217,-956,14
288,,-2624,10580,-5088,-1735,-3149,4210,-905,16
289,,-2789,10615,-5021,-1737,-3191,4194,-870,12
290,,-2904,10631,-4898,-1737,-3217,4186,-828,15
291,,-3005,10630,-4800,-1737,-3243,4174,-778,14
292,,-3122,10645,-4717,-1741,-3289,4152,-728,9
293,,-3245,10616,-4597,-1735,-3321,4135,-671,15
294,,-3381,10637,-4505,-1735,-3349,4113,-615,15
295,,-3464,10651,-4369,-1738,-3378,4093,-572,12
296,,-3575,10636,-4278,-1738,-3407,4074,-527,12
297,,-3733,10659,-4136,-1740,-3432,4057,-481,12
298,,-3845,10633,-4006,-1735,-3454,4035,-424,17
299,,-3963,10616,-3886,-1734,-3490,4006,-372,15
300,,-4107,10611,-3794,-1734,-3521,3982,-314,14
301,,-4191,10577,-3664,-1737,-3552,3961,-265,14
302,,-4285,10560,-3538,-1738,-3579,3938,-221,11
303,,-4401,10518,-3421,-1741,-3607,3914,-182,11
304,,-4492,10495,-3260,-1735,-3633,3892,-129,16
305,,-4578,10458,-3129,-1735,-3660,3867,-71,15
306,,-4685,10426,-3003,-1734,-3691,3843,-17,16
307,,-4799,10392,-2848,-1741,-3726,3817,29,13
308,,-4866,10358,-2701,-1738,-3751,3792,70,12
309,,-4964,10331,-2574,-1736,-3775,3770,127,15
310,,-5079,10351,-2453,-1735,-3800,3736,193,14
311,,-5175,10345,-2321,-1734,-3834,3708,265,15
312,,-5268,10327,-2227,-1736,-3868,3679,314,16
313,,-5359,10325,-2122,-1738,-3890,3657,349,13
314,,-5441,10327,-2006,-1738,-3906,3639,379,13
315,,-5533,10323,-1894,-1736,-3929,3619,422,15
316,,-5632,10311,-1770,-1737,-3954,3584,490,16
317,,-5712,10313,-1672,-1733,-3989,3546,571,17
318,,-5814,10283,-1574,-1739,-4025,3518,636,11
319,,-5896,10275,-1492,-1738,-4040,3500,675,12
320,,-5940,10268,-1363,-1738,-4059,3477,684,12
321,,-5987,10228,-1274,-1734,-4076,3455,722,15
322,,-6037,10214,-1158,-1735,-4097,3426,782,13
323,,-6045,10164,-1068,-1733,-4127,3391,867,18
324,,-6102,10127,-967,-1736,-4154,3363,932,15
325,,-6153,10045,-874,-1739,-4170,3340,966,12
326,,-6173,9989,-776,-1741,-4187,3314,978,13
327,,-6191,9916,-650,-1734,-4195,3291,1011,16
328,,-6188,9848,-530,-1733,-4213,3264,1071,16
329,,-6221,9728,-403,-1735,-4237,3217,1144,16
330,,-6216,9654,-258,-1739,-4240,3156,1205,12
331,,-6247,9542,-137,-1738,-4201,3075,1243,11
332,,-6233,9457,-18,-1740,-4170,3016,1273,11
333,,-6245,9334,137,-1734,-4188,3000,1306,16
334,,-6247,9224,285,-1735,-4241,2987,1358,14
335,,-6245,9091,417,-1733,-4271,2948,1432,19
336,,-6228,8973,564,-1738,-4255,2872,1498,13
337,,-6196,8846,708,-1738,-4230,2811,1548,12
338,,-6181,8726,843,-1736,-4233,2778,1575,14
339,,-6167,8600,985,-1733,-4264,2757,1612,16
340,,-6130,8463,1147,-1734,-4289,2714,1667,15
341,,-6118,8356,1290,-1736,-4280,2649,1742,17
342,,-6078,8225,1409,-1738,-4266,2576,1804,13
343,,-6041,8112,1555,-1738,-4262,2532,1846,13
344,,-6047,7999,1670,-1737,-4275,2500,1882,16
345,,-6004,7885,1793,-1735,-4286,2454,1921,15
346,,-5972,7799,1947,-1734,-4281,2393,1981,16
347,,-5932,7683,2066,-1732,-4264,2321,2050,16
348,,-5934,7578,2188,-1738,-4261,2264,2099,13
349,,-5947,7518,2303,-1738,-4261,2219,2131,12
350,,-5952,7440,2442,-1735,-4254,2177,2172,16
351,,-5969,7403,2577,-1735,-4242,2117,2217,16
352,,-6021,7340,2700,-1735,-4225,2051,2271,15
353,,-6069,7274,2825,-1739,-4221,1994,2323,12
354,,-6107,7229,2970,-1737,-4222,1946,2365,11
355,,-6137,7181,3102,-1739,-4227,1904,2405,12
356,,-6161,7145,3251,-1736,-4214,1859,2446,16
357,,-6199,7099,3397,-1734,-4195,1804,2491,15
358,,-6281,7007,3504,-1735,-4190,1751,2536,16
359,,-6293,6967,3658,-1740,-4200,1701,2576,12
360,,-6321,6893,3824,-1738,-4204,1661,2622,12
361,,-6366,6822,3966,-1741,-4198,1612,2666,11
362,,-6373,6732,4100,-1736,-4181,1560,2709,14
363,,-6391,6668,4284,-1736,-4168,1509,2747,15
364,,-6451,6576,4454,-1738,-4161,1468,2786,16
365,,-6494,6490,4585,-1739,-4161,1420,2819,13
366,,-6513,6381,4775,-1740,-4153,1373,2862,12
367,,-6563,6291,4937,-1741,-4139,1318,2903,13
368,,-6597,6206,5118,-1732,-4121,1264,2945,16
369,,-6612,6103,5322,-1736,-4112,1214,2988,15
370,,-6657,6024,5472,-1737,-4103,1169,3032,17
371,,-6705,5904,5609,-1741,-4104,1117,3071,12
372,,-6745,5781,5757,-1740,-4092,1060,3109,12
373,,-6790,5706,5923,-1737,-4074,1012,3153,13
374,,-6810,5597,6092,-1736,-4060,958,3191,16
375,,-6840,5497,6245,-1739,-4047,911,3226,13
376,,-6844,5415,6388,-1736,-4029,863,3267,16
377,,-6877,5307,6530,-1739,-4018,808,3302,12
378,,-6889,5201,6691,-1740,-4007,753,3337,11
379,,-6907,5109,6827,-1738,-3987,707,3378,14
380,,-6932,5006,6974,-1733,-3969,655,3414,16
381,,-6928,4898,7108,-1735,-3954,605,3445,16
382,,-6930,4804,7263,-1743,-3940,554,3476,10
383,,-6917,4687,7423,-1740,-3916,507,3517,12
384,,-6915,4536,7559,-1743,-3899,453,3551,12
385,,-6931,4430,7697,-1735,-3875,401,3588,15
386,,-6933,4323,7837,-1737,-3857,343,3620,15
387,,-6933,4217,7986,-1737,-3819,285,3643,15
388,,-6964,4111,8140,-1737,-3777,231,3664,16
389,,-6980,3995,8297,-1741,-3754,181,3689,13
390,,-6988,3889,8434,-1744,-3755,140,3724,11
391,,-6995,3780,8552,-1739,-3738,84,3764,13
392,,-7016,3689,8684,-1736,-3692,19,3802,18
393,,-7054,3629,8832,-1737,-3655,-40,3839,13
394,,-7052,3529,8955,-1740,-3642,-87,3855,11
395,,-7050,3429,9058,-1741,-3636,-127,3864,11
396,,-7070,3337,9184,-1741,-3608,-172,3892,10
397,,-7079,3252,9295,-1739,-3563,-233,3934,15
398,,-7073,3143,9384,-1737,-3531,-294,3967,15
399,,-7081,3077,9495,-1738,-3509,-342,3987,17
400,,-7090,2986,9625,-1741,-3503,-382,3991,12
401,,-7071,2887,9756,-1742,-3475,-424,4012,12
402,,-7063,2804,9858,-1738,-3430,-482,4046,15
403,,-7022,2688,9948,-1738,-3386,-540,4074,15
404,,-7018,2587,10049,-1738,-3358,-591,4090,15
405,,-7015,2494,10147,-1738,-3343,-634,4096,15
406,,-7019,2405,10245,-1743,-3313,-679,4105,11
407,,-6996,2307,10348,-1739,-3268,-733,4127,14
408,,-6966,2217,10446,-1739,-3230,-791,4148,15
409,,-6920,2107,10511,-1737,-3197,-837,4171,15
410,,-6872,1986,10591,-1738,-3173,-880,4194,16
411,,-6831,1896,10646,-1740,-3145,-929,4198,12
412,,-6795,1806,10717,-1739,-3101,-983,4209,14
413,,-6721,1704,10779,-1741,-3056,-1036,4215,11
414,,-6634,1584,10831,-1737,-3017,-1090,4230,15
415,,-6582,1502,10859,-1736,-2986,-1134,4255,15
416,,-6468,1379,10896,-1735,-2948,-1179,4270,17
417,,-6368,1249,10931,-1739,-2910,-1237,4280,13
418,,-6285,1125,10959,-1740,-2861,-1293,4287,12
419,,-6199,1041,10998,-1741,-2817,-1349,4293,11
420,,-6048,925,10986,-1735,-2770,-1395,4307,14
421,,-5957,809,10999,-1733,-2726,-1448,4322,16
422,,-5859,716,11006,-1735,-2675,-1501,4331,16
423,,-5779,581,11011,-1739,-2625,-1564,4334,12
424,,-5697,488,11002,-1737,-2578,-1615,4334,14
425,,-5584,390,10999,-1739,-2538,-1660,4331,12
426,,-5479,271,11006,-1738,-2494,-1703,4336,11
427,,-5357,180,10999,-1731,-2441,-1754,4348,18
428,,-5262,69,10997,-1735,-2393,-1816,4357,15
429,,-5144,-41,11021,-1734,-2336,-1861,4361,14
430,,-5043,-177,11029,-1738,-2289,-1908,4352,11
431,,-4974,-277,10987,-1735,-2242,-1949,4348,14
432,,-4865,-407,11000,-1732,-2186,-1997,4343,15
433,,-4754,-535,11021,-1731,-2131,-2053,4344,15
434,,-4681,-644,11061,-1732,-2072,-2105,4343,15
435,,-4568,-780,11059,-1735,-2019,-2150,4336,12
436,,-4504,-920,11117,-1736,-1970,-2194,4329,13
437,,-4453,-1047,11172,-1733,-1914,-2244,4324,14
438,,-4385,-1150,11190,-1730,-1858,-2296,4323,14
439,,-4323,-1268,11227,-1728,-1794,-2340,4320,19
440,,-4293,-1420,11293,-1732,-1743,-2388,4305,15
441,,-4253,-1515,11349,-1734,-1693,-2431,4290,13
442,,-4220,-1611,11405,-1734,-1644,-2481,4283,13
443,,-4160,-1730,11475,-1727,-1582,-2519,4295,18
444,,-4157,-1863,11526,-1729,-1532,-2573,4288,14
445,,-4130,-2004,11607,-1728,-1481,-2620,4285,14
446,,-4078,-2134,11676,-1733,-1440,-2666,4273,12
447,,-4045,-2249,11744,-1735,-1394,-2708,4255,9
448,,-3997,-2349,11807,-1734,-1337,-2749,4259,14
449,,-3925,-2474,11843,-1733,-1285,-2788,4261,14
450,,-3893,-2609,11881,-1730,-1238,-2830,4261,16
451,,-3840,-2729,11924,-1732,-1196,-2872,4246,15
452,,-3775,-2871,12000,-1736,-1148,-2913,4235,13
453,,-3698,-2984,12050,-1737,-1097,-2952,4221,12
454,,-3641,-3109,12073,-1739,-1045,-2996,4209,12
455,,-3540,-3239,12131,-1733,-989,-3034,4211,15
456,,-3480,-3382,12144,-1737,-946,-3077,4206,14
457,,-3418,-3511,12195,-1732,-899,-3115,4196,16
458,,-3372,-3622,12233,-1743,-854,-3158,4171,4
459,,-3306,-3757,12293,-1737,-795,-3197,4160,13
460,,-3219,-3881,12326,-1738,-742,-3232,4145,13
461,,-3138,-3986,12356,-1733,-689,-3261,4141,14
462,,-3050,-4114,12391,-1735,-639,-3295,4128,13
463,,-3007,-4235,12423,-1734,-589,-3333,4114,17
464,,-2957,-4381,12478,-1737,-541,-3376,4092,11
465,,-2885,-4484,12487,-1737,-484,-3410,4077,13
466,,-2805,-4591,12505,-1737,-431,-3445,4061,13
467,,-2727,-4716,12509,-1733,-385,-3472,4044,14
468,,-2645,-4833,12542,-1734,-336,-3500,4023,14
469,,-2574,-4935,12555,-1731,-287,-3529,4001,18
470,,-2492,-5084,12552,-1738,-236,-3563,3973,12
471,,-2377,-5163,12533,-1738,-189,-3596,3950,12
472,,-2268,-5264,12523,-1735,-142,-3616,3933,12
473,,-2184,-5362,12512,-1733,-97,-3639,3911,14
474,,-2093,-5467,12475,-1731,-46,-3665,3894,17
475,,-1966,-5585,12486,-1737,9,-3700,3864,13
476,,-1899,-5710,12510,-1736,71,-3730,3834,12
477,,-1807,-5854,12508,-1738,127,-3767,3800,12
478,,-1703,-5943,12497,-1730,172,-3792,3773,15
